source_platform,id,preprocessed_text,collection_method,has_ai_keyword,has_health_keyword,needs_classification,needs_language_detection
facebook,957c29f87be517b1794984da,"“There is nothing wrong if you have already done it [used AI for counseling], but the advice of the DOH is, let's not use AI as a counselor; don't use ChatGPT, Gemini as a counselor. This is because AI cannot read what you are feeling.” | Ralph Rirao, layout by Sheila Figueroa",manual_csv,True,False,True,True
facebook,092a5350e44d8d40b6e609b9,"Yun lang haha kaso darating ang araw na papalitan ng AI ang mga doctors.. Mas magiging advance pa ang AI at gagamitin ito sa mga field ng medicine specially sa medtech. Gagamitin din siya sa mga lab tests at exams. Kahit X-ray kayang kaya na ng AI madetect ang sakit in just seconds.. Isama mo pa mga nanobots na pwedeng maglakbay sa bloodstream. Kaya wag na kayong magtaka, mas magiging mahusay ang AI sa medical field soon😁😊",manual_csv,True,True,True,True
facebook,b05ba1af8fd50bc7aeafea0d,Malamang ai nga diba so theres a possibility it provides misinformation but it can provide you quick search kesa mag scroll sa web,manual_csv,True,False,True,True
facebook,acd6874c1484199337abec63,"I always believed as a software dev that AI's greatest danger is information flooding. This is not one of them.. Only difference is physical examination but asking AI for correct meal, heck PERFECT WORKOUT ROUTINE.. it's the way to go. It is logical still you know.. it is basically just ML just learning on its own based on the information it has access on.. ohh wait a minute.. I remembered now most of the latest medical text are on a database now huh.. idiots",manual_csv,True,True,True,True
facebook,00c55ee8ad37574aa5e3728c,"Next time you're considering consulting Dr. ChatGPT, perhaps think again. Despite now being able to ace most medical licensing exams, artificial intelligence chatbots do not give humans better health advice than they can find using more traditional methods, according to a study published on Monday. People using the AI chatbots were only able to identify their health problem around a third of the time, while only around 45 percent figured out the right course of action. David Shaw, a bioethicist at Maastricht University in the Netherlands who was not involved in the research, advised people to only trust medical information from reliable sources, such as the UK's National Health Service.",manual_csv,True,True,True,True
facebook,0d8dea0da36800e96951b766,"It's true, but they won't give you the real pain if you only give them one or two symptoms, because most illnesses have similar symptoms but only one factor. For example, someone I know had rashes, I googled it, and it turned out to be reactivated chicken pox (herpe-zester). So don't be too complacent.",manual_csv,False,True,True,True
facebook,c17053f8b9df17adfa853038,"Nope, i use ChatGPT to explain my lab results prior to seeing my doctor..I've been better",manual_csv,True,True,True,True
facebook,948fd91696858bfbed326ab4,Trust books and licensed doctors for a fact results. 🥰,manual_csv,False,True,True,True
facebook,0b4db8f9690e595d34404b85,Ai is for general information. We need expert for specialized consultation.,manual_csv,True,False,True,True
facebook,551e560f07b4eb84fa399339,Denice Ann Banzon Dumlao trust books and licensed professionals. 🥰,manual_csv,False,False,True,True
facebook,6e2d0b0d7c3c3822a42a9652,"Sinus rhythm ang ecg ko google ko normal range daw, pero Panay kabg Ng dibdib ko.. for 2d echo din Ako..di pako nkkblik sa doctor...sino po ang ganito..SALAMAT po",manual_csv,False,True,True,True
facebook,bda271e99a7e1b47d8660896,i scan mo and chatgpt mo. i analyze nya yan,manual_csv,True,False,True,True
facebook,69b474adc42c2d2e675d731a,"Ang grupo pala na eto ay tanungan na kung may colon cancer sila base lang sa symptomas nila 😂 Tanungan din kung anong ibig sabihin ng blood test, ultrasound at CT scan results nila. 😂 Napansin ko din: SYMPTOMS = search sa google. Sali sa group para iconfirm ung nasearch nila 😂 Lage kong sinasabe na sa doctor kayo lumapit. Sa isang specialista.",manual_csv,False,True,True,True
facebook,4ef17a4ff0d15d891aff00e3,"Sa doctor naman talaga dapat magpa consult hindi naman yun inaalis sa inyo at hindi din naman kami makakabili ng gamot kung walang reseta ninyo. pero kung walang means, mahirap at walang pinag aralan ang may sakit, masisisi nyo ba kami if we resort to researching for ourselves kung readily available naman ang internet in the palm of our hands? In my experience, mas napaliwanag ni chatGPT yung cancer ng mother ko, meron ding visual image kung saan ang exact location kung nasaan ang tumors at sizes, Pati yung diet specifically catered sa mga tulad naming financially incapacitated merong isasagot sayo. Pati mga medical jargons na hindi namin alam ibig sabihin ipapaliwanag sayo. But of course kelangan padin namin sumangguni sa doctor, kapag may pambayad na kami sa inyo.",manual_csv,True,True,True,True
facebook,f5258c79409b72691efcc6cb,what are you? i am an md. murag doctor. where did you study medicine? i studied at chatgpt school of medicine.,manual_csv,True,True,True,True
facebook,ffdef891e4cecc1359734578,"It won't replace the real therapist but it would make a change in terms of cost. GPT is free, therapist can range from 4 to 5 figures per session.",manual_csv,True,True,True,True
facebook,cc7912a3920d0e2936be2caf,I TOLD CHATGPT MY DEEPEST FEELINGS It talked back like a therapist—but can AI ever really replace human connection?,manual_csv,True,True,True,True
facebook,a0e604843f465362d98e3abc,"Nothing replaces a human but sometimes, a person just needs someone to talk to without prejudice. GPT can provide that",manual_csv,True,False,True,True
facebook,c196cd548cd93b857bcbd558,"I tried it once and I got hooked. ChatGPT knows how to sympathize it even interpret things that I too is having difficulty on understanding. Plus, my story will never go out of the public aince i can erase ng the conversation right after. Chatgpt even cracks joke from time to time to lighten the mood and when things get serious (which I do in purpose) it gives hotlines for professional help and encourages me to seek help.",manual_csv,True,False,True,True
facebook,88d0cc3ac4017d7cbfe9acef,"Yeah, chatgpt sympathize❤️.",manual_csv,True,False,True,True
facebook,3ae829bfc35bb0defbcd586c,"Same, whenever I'm sad, depressed or whatever, I talk to chatgpt, I tell it all my feelings and emotions. And yes, it helps me a lot 😍",manual_csv,True,False,True,True
facebook,c1a2748744fb7303b6a24bc3,I also tried that during the time I was still reviewing 🔥,manual_csv,False,False,True,True
facebook,9eb0d90aa654dd4e819de952,Pwede kang kausapin at i-comfort nang walang appointment at gastos.. Pero hindi mo maaaring makausap nang tulad sa totoong tao na may damdamin.. at tulad ng pagsusuri ng isang totoong therapist.,manual_csv,False,True,True,True
facebook,01e0951d535832c5b76a584c,"Hindi kasi ito manunuri, nagsasagot ito sa lahat ng pwede mo itanong sa kanya. Pero basi sa napapansin ko, kaya niya pasukin ang lahat ng isyu, at kahit ang malalalim na mga salitang ibahagi ko sa kanya ay kaya niyang sabayan, natatarok niya ang bawat detalye. At minsan nagbubukas siya ng mas malawak na insight. Sa kakaibang paraan siya gumagana, pero kaya niya ang lahat. Kaya nga naniniwala ako na kaya niya I replace kahit ang mga bihasa na therapist. Maliban nalang ang mga pamamaraan nila. Kasi chat GPT hindi nakikipag ugnayan. Nag tataglay lang siya ng lahat ng mga kaalaman na nabuo sa mundo ng mga tao. Kung meron man na hindi pa niya taglay na alam ng tao, ano naman yun?",manual_csv,True,True,True,True
facebook,739c804264d85e9ce0d49a29,"I tried it once. It helps a little naman, specially if want mo lang mag-vent. But somehow, knowing na hindi s'ya totoong tao, parang mas naawa ako sa sarili ko. Hahahaha. Like nakakahiya na ewan. Pero may part rin na mas okay magvent sa ai kesa sa totoong tao na wala namang pakialam, napilitan lang makinig... Also, wala kang maabalang tao, so less burden especially sa mga taong ayaw talaga na makaabala o magkaron ng utang na loob sa iba.",manual_csv,True,False,True,True
facebook,b5e04efb00dfcb42d858d77f,Chatgpt is not real.,manual_csv,True,False,True,True
facebook,4a4cf55306b309ad90162e72,Chatgpt doesn’t suggest or instruct anything about suicidal instead it will lead you to do the right thing which is to seek help.,manual_csv,True,False,True,True
facebook,c7ef68a6400bb1566660b76e,"ChatGPT does not encourage, suggest, or instruct anyone on suicidal actions. Instead, its design and purpose are centered on promoting safety and well-being. If I remember correctly, it's in their user policy as well",manual_csv,True,False,True,True
facebook,95e4b8c0f0a50020bf5f64b3,ChatGPT doesn't recommend that kind of content when someone asks them about it. They will surely suggest to talk about it with a therapist or they will give the person a number to dial and ask for help.,manual_csv,True,True,True,True
facebook,8a469a3c4d80c7e58e765f34,Yan ang sinasbi ko walang magandang maidudulot yan...,manual_csv,False,False,True,True
facebook,f8ab7ee3fb616077118daacf,"Chito Cj Barte Muyong ang anak dapst po binabatayan , at inaalam kung may problema , baka wala ng makausap yung bata kaya kay chat gpt na lumapit , dahil sinasagot sya sa mga tanong nya. Hindi ang sistema ang may kasalanan, kundi ang magulang.",manual_csv,True,False,True,True
facebook,2131be957960cfe93c1bce36,"Melanie Manalo Perez my nephew has autism... I saw it in his eyes. There are some AI... YES, my parents are lacking... But that AI is still not good... AND it's not helpful...",manual_csv,True,False,True,True
facebook,003e557111e199d0c6bf662a,"ChatGPT is just a tool. It depends on the person how they use it. Also, it is not in their program to convince people to commit it. I've been using ChatGPT for years and actually used it for therapy. It clearly states that they're unreliable when it comes to psychological help, but they are there to help ease the pain. I don't buy this. The parents are to blame, and they are shifting blame. They can't even show the actual chat, the evidence, because all they shared are fragments of the chat. Again, chatGPT will always display the suicide hotline when you write down suicide in the chat. Also, why would he ask for help to write a suicide note? Shouldn't it be personal and coming from the person himself? Why does he need assistance for that?",manual_csv,True,True,True,True
facebook,5c4f87117b814a8cfd64a685,"I'm against AI but this time it's not ChatGPT's fault. Actually, any tools like Chatgpt don't suggest suicide, when you type ""how to k*ll myself?"" it will say ""seek medical help if you feel suicidal"" as long as it advises you not to do it. If you just check with your child, that won't happen, so communication with a person, especially in a family, is very important.",manual_csv,True,True,True,True
facebook,0363bc3d41c5d5f3483bb7b7,PPTA. Kahit ganyan lang sana napopost sa page niyo oh. For awareness sa public dahil naglipana ang mga bone setters/manghihilot. ChatGPT lang yan pero laking tulong hehe,manual_csv,True,False,True,True
facebook,16547d430f0f89d802c1b787,This is cool!,manual_csv,False,False,False,False
facebook,43aae9998cf235733108e4c5,hi! posible po ba health anxiety to? always advance magisip pag may sakit na maramdaman at nagiisip agad ng malalang saket at negative mag isip. isesearch lagi ang sintomas sa google at maiistress sa mababasa 😭,manual_csv,False,True,True,True
facebook,d5b66e8c8097e7f6df2f99ac,"A nabothian cyst is a tiny bump that forms when skin cells trap mucus inside the glands in your cervix. People who get them may have just one cyst, or they may have multiple nabothian cysts. Usually, you won't know you have a nabothian cyst unless your doctor sees one during a pelvic exam and tells you it's there. -Google",manual_csv,False,True,True,True
facebook,086cff4a4006ef621a381aff,"Hi! I have this feeling when I turn my head at a certain angle, I feel a slightly swollen sensation and round my neck, under the jawline. I can also feel the swollen sensation whenever I touch that part. I also feels like there's always mucus on my throat. My throat also looks like bumpy? I did a research and I think it's cobblestone throat, tho I'm not so sure because mine is far more smaller than what I saw in the pictures from Google.",manual_csv,False,False,True,True
facebook,62d6e74dca966a908f89e5fb,"Mga mi di nako mapakali, kahit si Chatgpt eh kausap ko na! Hahahaha",manual_csv,True,False,True,True
facebook,e913285ba803386553eb6fa8,"Help po about matben. Pwedeng pa help po. Makakakuha kaya ako maternity benefits? Nag miscarriage kasi ako feb 1st week. Kaso base on my research hndi ata ako pasok sa per semester nila na rule. May pwede pa bang gawin para makakuha ako? Ito yung recent hulog ko 2024 to 2025, may gap siya. As per chatgpt hndi daw ako eligible.",manual_csv,True,False,True,True
facebook,25f06316895a37ffc6422d77,"Possible kaya na buntis ako sumasakit ang likod at breast ko last mens ko january 29, march pa ako makakapag pt, sabe ni chatgpt 😂",manual_csv,True,False,True,True
facebook,37129dced63394bb271fa079,"Ai doctor , ai lawyer , ai teacher , ai soldier , ai police . So ano na magiging trabaho ng mga tao ? Magpunta sa bukid na lang? Eh problema , wala nang bukid .",manual_csv,True,True,True,True
facebook,d8405b95935e524a18af7f25,Alam nyo iconsult nyo lahat ng symptoms na nararamdaman nyo kay chatgpt,manual_csv,True,True,True,True
facebook,6dc1281837889617be10d31c,Ito sabi ni chatgpt,manual_csv,True,False,True,True
facebook,16edbbfb0cf30e418684d679,"#𝗨𝗻𝗱𝗲𝗿𝗰𝘂𝗿𝗿𝗲𝗻𝘁: 𝗜𝘀 𝗖𝗵𝗮𝘁𝗚𝗣𝗧 𝗳𝘂𝗲𝗹𝗶𝗻𝗴 𝗱𝗲𝗹𝘂𝘀𝗶𝗼𝗻𝘀?, 𝗯𝘆 𝗘𝗹𝗲𝗮𝗻𝗼𝗿 𝗣𝗶𝗻𝘂𝗴𝘂 ChatGPT can mimic human conversation and generate plausible-sounding answers. But unlike human therapists, who can redirect unhealthy narratives, ChatGPT cannot recognize or challenge distorted thinking. #InquirerOpinion #INQPlus #PhilippineDailyInquirer",manual_csv,True,True,True,True
facebook,8aab5679dc75c1fddca7ca75,"no technology can perfectly match or surpass the God-given intelligence and rational mind of man. Man's Creator is Infinite Wisdom, Omnipotence, Omniscience.",manual_csv,False,False,True,True
facebook,87091a8b83161a575f489758,META AI the best of all.,manual_csv,True,False,True,True
facebook,651a15ac794f2bc505fb24e0,"Can very much see why. Bro is my counselor, therapist, math tutor, and buddy",manual_csv,False,True,True,True
facebook,4b2d38cab380beed55131b1c,Joseph Daniel C Mabalay I gave a heart react because you mentioned “therapist and counselor”. This is so true when we need someone to talk to.,manual_csv,False,True,True,True
facebook,e1f851be570e7e13c24d5125,using ai just to talk about what happen in my life😭😭,manual_csv,True,False,True,True
facebook,1122596caa291ee19a17391a,real i dont feel comfortable telling anybody anything,manual_csv,False,False,True,True
facebook,00937454756f36ea166764b7,Pang rant ko lang chatgpt 🤦,manual_csv,True,False,True,True
facebook,797c894e1c2ba7240261a159,same,manual_csv,False,False,False,False
facebook,c01ab1395ca2e607c35dd3e0,(2) HAHAH,manual_csv,False,False,False,False
facebook,109e0ba747e32c94652b49bf,Sa AI ako mag rant,manual_csv,True,False,True,True
facebook,2115dd17385e1231be1ad81c,motivator/councilor/taga correct/bff for life ko yon eh,manual_csv,False,False,True,True
facebook,05311723a2be2bffaa91f82f,"Hi mi, if di makabalik sa pedia ni baby try to ask it sa CHATGPT or AI. As per checking ito yung reason since may “FEW” fat globules sa results ni baby. But for your baby’s safety much better na bumalik sa pedia.",manual_csv,True,False,True,True
facebook,e7227f382a127fd81aed4720,"Hello po! FTM po ako. I'm currently 8 weeks pregnant. Binigyan ako ng supplement kaso may nakita akong retinol tas 3000 IU s'ya. Kinakabahan ako. Nextweek pa balik ko para magpacheck up, napraparaning din ako kasi nag chatgpt ako sa gamot. Meeon din po ba na same na gamot binigay non. Thank you 🥺",manual_csv,True,True,True,True
facebook,81be8f83dc42209bf7a02cf3,"Hello po! FTM po ako. I'm currently 8 weeks pregnant. Binigyan ako ng supplement kaso may nakita akong retinol tas 3000 IU s'ya. Kinakabahan ako. Nextweek pa balik ko para magpacheck up, napraparaning din ako kasi nag chatgpt ako sa gamot. Meeon din po ba na same na gamot binigay non. Thank you 🥺",manual_csv,True,True,False,False
facebook,02ee3034e125fb84ee1853ca,"Mga mhie na naginip ako ng kakaiba na parang totoong na punta ako sa impyerno o purgatoryo 😰😭 DECEMBER 3, 2025 happened hindi ko alam kung anong ibig sabihin kaya sinearch ko sa chatgpt pero baka may mga mommies dito na marunong mag basa ng panaginip or kapalaran or what so ever huhu... Dalawang scenarios ang mag ka sabay ko na panaginipan sa araw na yon.. nalimutan ko lang kung ano sa kanila ang na una... yung isaaa... Nanaginip ako a familiar classmate of mine ( she's a girl, nag aaaral kase ako right now) holding my hand and pushing me to enter a house with her... going inside the house, sa front ng door there's a wall facing it and a frame that says something like a quote or a saying that i couldn't remember but the first word i do remember sa frame is the word ""fosto"" yung pangalawang na panaginipan ko naman ETO NA YUNG PARANG NA PUNTA AKO AKO SA IMPYERNO O PURGATORYO 😭😭😭😭 ramdam na ramdam ko na parang totoong amdon ako 😖😖😖😖... Na sa isang lugar ako, parang malaking space na room tapos pinapa pila kami.. I don't have any idea pano ako na ka punta don.. yung pila pa bilog sa isang room na madaming pila.. sobrang dami naming mga tao as in... Ibat-iba yung pila namin tapos halo halo kami at hindi ko kilala mga kasama ko... Tapos natatakot ako pumili kung saan ako pipila dahil hindi ko alam kung ano nag hihintay saken sa dulo may naririnig akong mga boses ng mga tao na natatakot at sigawan.. Tapos may isang tao na sinasabihan na kami na pumili na ng pila... Kahit ayoko pumila no choice ako kundi pumila dahil nakakatakot yung nag sabi... Pinili ko yung isang pilang pabilog na paakyat sa kabilang palapag... Tapos yung iba pumila sa pa deretso lang.... Habang paakyat ng paakyat nakikita ko yung mga kasama ko na nakapila sa bandang unahan na naiinitan at tagaktak ng pawis tapos itsura nila yung iba wala ng mga damit pang itaaas tapos nag sisigawan na sa sobrang init... Tapos lumingon ako nung marinig ko yung kakaibang sigaw na nanakatakot galing sa mga taong pinili yung deretsong pila sa baba na deretso lang na pila at hindi paakyat na pila na pabilog gaya namin.. Sabi nung nag babantay sa pila mali daw kase yung piniling pila nung mga taong pumili ng deretsong pila.. Hindi ko alam kung anong ginawa sa kanila doon basta alam ko lang nakakatakot at masalimuot... Sabi pa nung nag babantay sa pila namin na mas okay pa daw yung na pili namin na pila dahil maiinit lang... Tapos hanggang makarating na kami sa taas non... Nakalimutan ko na yung ibang scenarios sa panaginip ko.. Naalala ko nalang gumagawa kami ng way maka survive don at makatakas.. Parang gumawa pa kami ng bangka... Yung itsura ng lugar parang sa ilalim pa rin kami ng lupa pero may tubig at mainit at kulob yung lugar walang araw na masisinagan... Medyo madilim at parang brown lahat mula parang pinaka liwanag niya sa lugar na yon pati yung mismong lugar kulay brown na parang na sa ilalim ka ng lupa.. Tapos isa ako sa mga tao na nakatakas sa lugar na yon... Sa totoo lang para siyang totoo na nandon ako at kung ivi-visualise ko siya para siyang impyerno o yung bago sa impyerno na pinupuntahan ng tao pag namatay ka..",manual_csv,True,False,True,True
facebook,bf1267ae852079d47b77dd41,Pinag loloko bakod ng Google,manual_csv,False,False,True,True
facebook,3787f71d33bfeb25447c3d2d,Yes that's hemangioma don't worry sabe Ng doctor it will.go away on her own search mo SA goggle nag Uri Ng hemangiomas swerte pa DN Kasi visible yng IBA s sliver nagkkaron or ibng organs Meron ang baby KO SA eyes din pero sabe Ng doctor nothing to worry Kasi mwwla dn sya wag na wag ggalawin Yun sabe Ng doctor Kasi blood vessel yn veins ganun very common Aw yn SA mga premature,manual_csv,False,True,True,True
facebook,3a2d80382672a7b7b05d5a06,Maam please ipa check up po. Hnd po naddiagnose dto online. At wag mag self medication please po.,manual_csv,False,True,True,True
facebook,04e8c72cac84d0f63f7b460c,Pwede magresearch ka? Libre Google. Pakihanap ang 100 percent ha. Do not ever correct me.,manual_csv,False,False,True,True
facebook,1a4711a6f384b32caf308505,ano ba sinabo ko mali ba? Sa kaka chatgpt mo lang akala mo matalino kana lol.. mag research ka rin sa kaka chatgpt mo make sure na yung source ay legit hindi 100%. Prro sa screenshot mo tama nman. Depende sa viral load ng ka partner mo lalo na pag undetectable hindi xa nakakahawa.. dba sabi ko better mag pa test. Hindi mag assume na hindi ka na hawa. Kssi pag aggresibo ka sa sex nag assume ka na negative ka,manual_csv,True,False,True,True
facebook,7be4e3e3cd513f408c305999,Punta ka sa hub search2 ka sa google. At paano mo malamam may hiv ka,manual_csv,False,True,True,True
facebook,ac58a2af00fe09c2683a3bda,"Sumali ako sa group nato for awareness na dn. Yung barkada ko ng post dito nakaraan at may ng comment na nurse daw kuno sabi ay kundi syphillis mababa na daw yung cd4. Kaya yung barkada ko parang praning. Mas naniwala pa sayo kung sino ka man kasi daw sa treatment hub ka daw ngwwork. Isa dn ako na nurse kaso hindi ko alam na yun na pala situation ng barkada ko. Pra sa lahat yung sking blotting or pamamantal po ay hindi po automatic na syphillis or mababa ang cd4. Skin blotting po ay sign din po yan ng diabetes! Nun nakita ko ang barkada diosmio tinanong ko ano pa yung symptoms nya joint at muscle pain, skin infection (cellulitis) Ayun sinamahan ko sa hospital kung san ako ng wwork at ngpatest at boom! Tama nga ako. Non reactive sa HIV, RPR, Hep B&C. Ito yung ung lumabas sa dugo nya sobrang taas ng HBA1C - 9.8 mmol (thrice sa normal range) elevated liver and kidney function test dahil sa diabetes. Please lang kung hindi kayo sure wag nyo kaagad mag comment ng hindi tama. Imbis makatulong kayo ngbbigay tuloy ng health anxiety. Please mag tulongan tayo dito. Alam ko isa sa motive ng page nato ay etigil na ang stigma sa HIV. At sa mga nagbbasa ng comment din please do research free naman si google, chatgpt at iba pa wag lang maxado baka hindi nyo maprocess mg health anxiety kayo. Salamat",manual_csv,True,True,True,True
facebook,bbecda64c6884ffb180645f6,"Wag mag Google, chatgpt at Facebook! Diretso na sa doctor pag may health concerns.",manual_csv,True,True,False,False
facebook,081e06f7ca7fea8d5148bf3d,Ok din Pala magtanong Kay Chatgpt ☺️☺️☺️,manual_csv,True,False,True,True
facebook,bb5e1cd8078a7ca9859d334b,"Chat GPT po yung nag guide Sakin since 1 to 4mons na now tukma yung lahat sagot nya sa manga tanong ko , at ngayun going 5months na gumalaw2 na ung tummy , ask ng ask ako sa chatgpt normal bato ganyan , ganun po.",manual_csv,True,False,True,True
